Institution,Gender,Height_inches,On_Campus,Total_Credits,Expected_Grade,Course_Confidence,Course_Conf_Value,Like_Math,Like_Math_Value,Optimistic,Optimistic_Value,Smartphone_Type,Number_Siblings,Access_to_Car,Commute_Distance_Miles,Getting_Ready_Minutes,Number_Pets,TV_Hours,Weekly_Work_Hours,Number_Countries,Number_US_States,Tattoos,Number_Piercings,Number_Social_Media,Number_Extra_Curric,Highschool_GPA,Smoker,Legal_Drink_Age,Awards
U1,Female,63,Yes,15,A,Very confident,5,Somewhat disagree,2,Somewhat agree,4,Apple,2,"Yes, I regularly have a car to drive.",0.5,30,1,10,0,4,17,No,2,7,3,5,No,18,Nobel Prize
U4,Female,63,No,9,A,Very confident,5,Neither agree nor disagree,3,Strongly agree,5,Android,1,"No, I do not regularly have a car to drive.",15,60,1,8,5,3,8,No,2,5,4,4,No,19,Academy Award
U5,Female,63,No,15,A,Somewhat confident,4,Neither agree nor disagree,3,Somewhat disagree,2,Android,2,"Yes, I regularly have a car to drive.",10,60,0,12,20,1,3,Yes,1,3,2,2.5,No,21,Nobel Prize
U5,Female,64,No,13,B,Somewhat confident,4,Somewhat disagree,2,Somewhat agree,4,Apple,6,"Yes, I regularly have a car to drive.",3,30,1,3,30,4,8,No,9,3,0,4,No,18,Nobel Prize
U5,Female,62,No,10,B,Very confident,5,Somewhat disagree,2,Somewhat agree,4,Android,2,"Yes, I regularly have a car to drive.",7,20,1,5,36,8,7,No,6,3,0,3,No,21,Nobel Prize
U5,Female,62,No,11,A,Somewhat confident,4,Somewhat disagree,2,Somewhat agree,4,Android,6,"Yes, I regularly have a car to drive.",6,30,0,8,0,2,11,Yes,3,3,0,2,No,18,Academy Award
U5,Male,72,No,10,B,Very confident,5,Somewhat agree,4,Somewhat agree,4,Android,2,"Yes, I regularly have a car to drive.",15,30,0,5,60,15,15,Yes,0,0,0,2.5,No,21,Olympic Gold Medal
U5,Male,74,No,10,B,Neither confident nor not confident,3,Somewhat disagree,2,Somewhat agree,4,Apple,7,"Yes, I regularly have a car to drive.",16,15,0,7,41,3,44,No,0,2,0,3,No,20,Nobel Prize
U5,Female,63,No,14,A,Very confident,5,Somewhat agree,4,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",15,60,1,10,40,4,15,Yes,2,5,1,3,No,20,Academy Award
U5,Female,59,No,15,B,Somewhat confident,4,Somewhat disagree,2,Somewhat disagree,2,Apple,2,"Yes, I regularly have a car to drive.",10,40,0,3,22,10,22,No,5,4,3,4.1,No,18,Nobel Prize
U5,Male,75,No,13,B,Neither confident nor not confident,3,Neither agree nor disagree,3,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",20,30,0,28,25,3,6,No,0,6,1,3.2,No,21,Olympic Gold Medal
U5,Female,72,No,15,B,Somewhat confident,4,Strongly disagree,1,Strongly agree,5,Android,2,"Yes, I regularly have a car to drive.",15,30,1,3,30,2,18,No,3,2,6,3.2,No,18,Academy Award
U5,Male,72,No,11,A,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Apple,3,"Yes, I regularly have a car to drive.",1,15,0,5,35,3,16,No,0,2,2,4,No,21,Nobel Prize
U5,Female,63,No,15,B,Somewhat confident,4,Strongly agree,5,Strongly agree,5,Apple,1,"Yes, I regularly have a car to drive.",15,60,2,15,30,3,7,Yes,5,4,0,2.8,No,18,Academy Award
U5,Male,6,No,14,A,Very confident,5,Neither agree nor disagree,3,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",7,30,1,10,50,3,8,No,1,3,0,3,No,18,Academy Award
U5,Prefer not to say,68,No,16,C,Neither confident nor not confident,3,Strongly disagree,1,Somewhat disagree,2,Apple,0,"Yes, I regularly have a car to drive.",7,60,2,8,0,2,12,No,2,3,0,2.8,No,18,Academy Award
U5,Female,66,No,16,A,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Apple,3,"Yes, I regularly have a car to drive.",12,20,2,10,35,7,15,No,4,5,0,3.25,No,18,Olympic Gold Medal
U5,Male,70,No,15,B,Very confident,5,Neither agree nor disagree,3,Neither agree nor disagree,3,Apple,1,"Yes, I regularly have a car to drive.",5,10,0,20,40,5,6,No,0,3,0,3.5,No,18,Academy Award
U5,Female,63,No,12,B,Very confident,5,Somewhat disagree,2,Somewhat agree,4,Android,1,"Yes, I regularly have a car to drive.",20,30,0,4,40,12,10,Yes,2,6,2,3.5,Yes,18,Nobel Prize
U5,Male,70,No,12,A,Very confident,5,Neither agree nor disagree,3,Somewhat agree,4,Apple,2,"Yes, I regularly have a car to drive.",6,40,2,4,55,2,24,Yes,0,4,1,2.8,No,20,Academy Award
U5,Male,74,No,8,A,Very confident,5,Neither agree nor disagree,3,Strongly agree,5,Apple,2,"Yes, I regularly have a car to drive.",15,35,5,5,40,1,35,No,0,2,1,2.8,No,21,Nobel Prize
U5,Female,63,No,10,B,Somewhat confident,4,Strongly agree,5,Strongly agree,5,Apple,5,"Yes, I regularly have a car to drive.",8.5,25,0,1,40,1,19,Yes,3,5,1,2,Yes,21,Nobel Prize
U5,Female,64,No,13,B,Somewhat confident,4,Somewhat agree,4,Somewhat disagree,2,Apple,8,"Yes, I regularly have a car to drive.",20,90,0,0,5,0,4,Yes,1,4,0,2.5,No,18,Olympic Gold Medal
U5,Female,54,No,16,A,Very confident,5,Neither agree nor disagree,3,Neither agree nor disagree,3,Apple,2,"Yes, I regularly have a car to drive.",5,30,0,0,60,1,8,Yes,20,3,0,3.5,No,18,Nobel Prize
U5,Female,64,No,15,B,Somewhat confident,4,Somewhat disagree,2,Somewhat agree,4,Apple,4,"Yes, I regularly have a car to drive.",17,90,2,1,38,4,8,Yes,7,4,1,2.8,No,20,Nobel Prize
U3,Female,68,No,4,A,Very confident,5,Somewhat agree,4,Somewhat agree,4,Apple,3,"Yes, I regularly have a car to drive.",11,60,0,3,40,5,4,No,1,6,0,3.7,No,21,Nobel Prize
U3,Male,73,No,10,A,Very confident,5,Strongly agree,5,Strongly agree,5,Apple,2,"Yes, I regularly have a car to drive.",2,30,0,10,40,1,10,Yes,0,2,2,3,No,21,Academy Award
U3,Male,73,No,14,A,Somewhat confident,4,Neither agree nor disagree,3,Strongly agree,5,Android,7,"No, I do not regularly have a car to drive.",25,45,2,10,35,1,5,Yes,2,4,1,3.83,No,20,Nobel Prize
U3,Female,60,No,7,B,Somewhat confident,4,Neither agree nor disagree,3,Neither agree nor disagree,3,Apple,2,"Yes, I regularly have a car to drive.",15,60,1,10,25,1,15,Yes,10,3,1,3,Yes,21,Nobel Prize
U3,Male,70,No,7,B,Somewhat confident,4,Strongly disagree,1,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",3,30,2,14,40,1,6,Yes,0,5,0,2,No,21,Nobel Prize
U3,Female,55,No,10,A,Somewhat confident,4,Somewhat disagree,2,Strongly agree,5,Apple,2,"Yes, I regularly have a car to drive.",10,90,0,5,48,2,10,Yes,2,2,0,2.7,Yes,30,Academy Award
U3,Female,57,No,7,A,Somewhat confident,4,Neither agree nor disagree,3,Somewhat agree,4,Android,1,"Yes, I regularly have a car to drive.",32,30,2,36,41,1,5,No,1,3,1,3.4,No,21,Olympic Gold Medal
U3,Female,64,No,13,A,Very confident,5,Strongly agree,5,Neither agree nor disagree,3,Android,4,"Yes, I regularly have a car to drive.",2,75,7,3,0,2,30,No,2,3,2,3.72,No,18,Nobel Prize
U3,Female,55,No,10,C,Somewhat not confident,2,Strongly disagree,1,Strongly agree,5,Apple,1,"Yes, I regularly have a car to drive.",7,60,0,15,40,1,5,Yes,2,2,1,3,No,25,Nobel Prize
U3,Female,69,No,7,A,Somewhat confident,4,Somewhat agree,4,Strongly agree,5,Apple,2,"Yes, I regularly have a car to drive.",4,90,1,10,24,10,15,Yes,6,7,1,3.2,No,25,Nobel Prize
U3,Female,62,No,14,A,Neither confident nor not confident,3,Strongly disagree,1,Somewhat agree,4,Apple,10,"Yes, I regularly have a car to drive.",10,90,0,0,30,3,7,Yes,9,2,0,2.65,No,18,Olympic Gold Medal
U3,Female,65,No,11,A,Very confident,5,Somewhat agree,4,Strongly agree,5,Apple,17,"Yes, I regularly have a car to drive.",26,40,4,1,49,0,10,No,2,0,1,3.8,No,25,Nobel Prize
U3,Male,70,No,13,A,Very confident,5,Strongly agree,5,Strongly agree,5,Android,0,"Yes, I regularly have a car to drive.",15,45,1,10,40,5,20,Yes,2,5,0,2.5,Yes,18,Nobel Prize
U3,Female,60,No,14,A,Somewhat confident,4,Somewhat agree,4,Somewhat disagree,2,Apple,1,"Yes, I regularly have a car to drive.",2,20,1,2,40,1,3,Yes,2,1,2,3,No,18,Nobel Prize
U3,Female,,No,7,Other,Neither confident nor not confident,3,Strongly disagree,1,,#N/A,Android,,"Yes, I regularly have a car to drive.",15,,1,25,75,1,12,,,2,1,,No,25,Academy Award
U3,Male,67,No,4,B,Somewhat confident,4,Somewhat agree,4,Neither agree nor disagree,3,Apple,4,"Yes, I regularly have a car to drive.",5,30,0,10,30,2,2,No,0,2,1,3.5,No,21,Nobel Prize
U4,Male,74,No,12,B,Somewhat confident,4,Neither agree nor disagree,3,Neither agree nor disagree,3,Apple,2,"Yes, I regularly have a car to drive.",5,70,0,3,20,0,5,No,0,4,1,3,No,21,Nobel Prize
U4,Male,71,No,15,A,Neither confident nor not confident,3,Somewhat agree,4,Neither agree nor disagree,3,Apple,2,"Yes, I regularly have a car to drive.",25,30,1,0,40,4,7,No,0,2,2,3.81,No,18,Olympic Gold Medal
U1,Female,63.5,Yes,14,A,Somewhat confident,4,Somewhat agree,4,Strongly agree,5,Apple,1,"No, I do not regularly have a car to drive.",40,20,4,10,0,1,15,No,2,4,3,3.85,No,18,Nobel Prize
U1,Female,63,Yes,17,B,Very confident,5,Somewhat agree,4,Somewhat agree,4,Apple,1,"No, I do not regularly have a car to drive.",0,30,1,3,10,6,14,No,2,6,2,3.9,No,18,Nobel Prize
U1,Male,57,Yes,12,C,Somewhat confident,4,Strongly disagree,1,Neither agree nor disagree,3,Apple,0,"No, I do not regularly have a car to drive.",0,30,0,10,40,3,8,Yes,2,2,0,1.6,No,21,Olympic Gold Medal
U1,Female,60,No,15,C,Somewhat not confident,2,Strongly disagree,1,Strongly disagree,1,Android,1,"Yes, I regularly have a car to drive.",10,20,0,24,8,3,7,No,2,5,2,3.7,No,18,Nobel Prize
U1,Female,63,No,18,B,Somewhat not confident,2,Somewhat agree,4,Somewhat agree,4,Apple,2,"No, I do not regularly have a car to drive.",1.5,30,8,14,0,4,17,No,5,6,0,3.9,No,18,Olympic Gold Medal
U1,Female,67,No,12,A,Somewhat confident,4,Neither agree nor disagree,3,Somewhat disagree,2,Apple,2,"Yes, I regularly have a car to drive.",2,25,2,21,0,4,40,Yes,9,4,0,3.87,No,21,Nobel Prize
U1,Female,63,No,15,A,Somewhat confident,4,Somewhat disagree,2,Somewhat agree,4,Apple,4,"Yes, I regularly have a car to drive.",24,40,4,30,16,0,10,No,2,5,0,3.5,No,21,Nobel Prize
U1,Female,66,Yes,14,A,Somewhat confident,4,Somewhat agree,4,Neither agree nor disagree,3,Apple,2,"No, I do not regularly have a car to drive.",0,15,1,10,0,3,15,No,2,2,2,3.81,No,18,Olympic Gold Medal
U1,Male,68,No,18,A,Very confident,5,Somewhat disagree,2,Neither agree nor disagree,3,Apple,1,"Yes, I regularly have a car to drive.",12,40,0,2,30,3,12,No,0,8,3,3.5,No,18,Nobel Prize
U1,Female,69,No,15,B,Somewhat confident,4,Strongly disagree,1,Somewhat agree,4,Apple,2,"Yes, I regularly have a car to drive.",1,45,2,5,0,5,40,No,5,4,2,3.5,No,18,Olympic Gold Medal
U1,Female,70,Yes,16,B,Somewhat confident,4,Neither agree nor disagree,3,Neither agree nor disagree,3,Apple,1,"No, I do not regularly have a car to drive.",35,60,0,3,0,2,6,No,4,5,0,3.6,No,21,Academy Award
U1,Female,66,Yes,19,C,Somewhat confident,4,Strongly disagree,1,Somewhat agree,4,Apple,2,"Yes, I regularly have a car to drive.",0,120,2,10,12,1,8,No,2,2,0,4,No,18,Nobel Prize
U1,Female,68,No,15,B,Somewhat confident,4,Somewhat disagree,2,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",1,30,0,40,20,5,9,No,2,3,0,4.1,No,21,Nobel Prize
U1,Female,63,Yes,19,B,Somewhat not confident,2,Strongly disagree,1,Strongly agree,5,Apple,2,"Yes, I regularly have a car to drive.",0,75,2,25,25,5,10,No,6,6,1,3.46,No,21,Academy Award
U1,Female,63,No,16,A,Very confident,5,Neither agree nor disagree,3,Somewhat agree,4,Apple,2,"Yes, I regularly have a car to drive.",0.5,15,1,14,0,5,10,No,2,3,0,3.5,No,18,Olympic Gold Medal
U1,Female,69,No,14,B,Somewhat confident,4,Strongly agree,5,Neither agree nor disagree,3,Apple,4,"No, I do not regularly have a car to drive.",1,45,1,20,0,3,5,Yes,3,4,3,3.98,No,18,Nobel Prize
U1,Prefer not to say,68,No,15,B,Very confident,5,Somewhat disagree,2,Strongly agree,5,Apple,2,"Yes, I regularly have a car to drive.",25,20,7,15,20,0,11,Yes,0,2,0,3.4,No,21,Nobel Prize
U1,Female,62,Yes,16,A,Somewhat confident,4,Somewhat disagree,2,Somewhat agree,4,Apple,1,"No, I do not regularly have a car to drive.",0.5,30,1,4,0,12,20,No,6,12,3,4.28,No,18,Nobel Prize
U1,Male,71,No,15,B,Somewhat confident,4,Neither agree nor disagree,3,Neither agree nor disagree,3,Apple,1,"Yes, I regularly have a car to drive.",1,30,1,3,18,5,20,No,0,2,2,2.8,Yes,18,Olympic Gold Medal
U1,Male,69,Yes,14,A,Very confident,5,Somewhat agree,4,Neither agree nor disagree,3,Apple,1,"No, I do not regularly have a car to drive.",0,20,0,30,8,5,30,No,0,7,2,3.45,No,18,Academy Award
U1,Male,70,No,16,A,Very confident,5,Somewhat disagree,2,Strongly disagree,1,Android,11,"No, I do not regularly have a car to drive.",2,20,0,2,15,2,10,No,0,2,1,3.8,No,18,Nobel Prize
U1,Male,72,No,12,A,Very confident,5,Somewhat agree,4,Neither agree nor disagree,3,Android,2,"No, I do not regularly have a car to drive.",2.2,30,0,10,5,3,9,No,0,2,0,3.33,No,18,Nobel Prize
U1,Female,66,No,15,A,Somewhat confident,4,Strongly agree,5,Somewhat agree,4,Apple,2,"Yes, I regularly have a car to drive.",6,30,1,2,25,2,11,Yes,2,1,0,3.9,No,21,Nobel Prize
U1,Male,73,No,19,A,Somewhat confident,4,Somewhat disagree,2,Somewhat disagree,2,Apple,0,"Yes, I regularly have a car to drive.",3,30,0,20,10,1,10,No,0,3,2,4,No,21,Olympic Gold Medal
U1,Female,63,Yes,5,B,Somewhat confident,4,Somewhat disagree,2,Somewhat agree,4,Apple,2,"Yes, I regularly have a car to drive.",5,30,1,30,0,3,15,No,1,5,5,3.87,No,18,Academy Award
U1,Female,67,No,17,B,Somewhat confident,4,Somewhat disagree,2,Strongly agree,5,Apple,6,"No, I do not regularly have a car to drive.",10,45,0,5,10,3,18,No,4,5,1,3.5,No,20,Nobel Prize
U1,Female,66,Yes,16,A,Somewhat confident,4,Neither agree nor disagree,3,Neither agree nor disagree,3,Apple,1,"No, I do not regularly have a car to drive.",0,30,0,6,0,1,10,No,5,4,0,3.81,No,18,Olympic Gold Medal
U1,Female,69,Yes,17,A,Very confident,5,Neither agree nor disagree,3,Somewhat agree,4,Apple,1,"No, I do not regularly have a car to drive.",0,120,1,10,0,3,7,No,2,6,3,3.87,No,18,Nobel Prize
U1,Female,64,No,20,B,Somewhat confident,4,Somewhat disagree,2,Neither agree nor disagree,3,Apple,2,"Yes, I regularly have a car to drive.",0.5,45,1,21,0,12,20,Yes,5,3,3,3.7,No,18,Nobel Prize
U1,Female,65,Yes,16,B,Somewhat confident,4,Somewhat disagree,2,Somewhat disagree,2,Apple,2,"No, I do not regularly have a car to drive.",0,25,1,6,0,3,10,No,0,5,2,3.75,No,,Academy Award
U1,Female,65,Yes,16,B,Very confident,5,Strongly agree,5,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",2,25,0,15,5,3,7,No,2,4,1,3.97,No,18,Olympic Gold Medal
U1,Male,71,No,15,A,Somewhat confident,4,Neither agree nor disagree,3,Neither agree nor disagree,3,Android,3,"Yes, I regularly have a car to drive.",2.5,60,0,5,0,6,22,No,0,2,1,3.56,No,18,Nobel Prize
U1,Female,68,No,13,B,Somewhat confident,4,Somewhat disagree,2,Strongly agree,5,Apple,3,"No, I do not regularly have a car to drive.",10,30,0,0,0,1,5,No,1,4,0,3.5,No,18,Olympic Gold Medal
U1,Female,65,Yes,12,A,Somewhat confident,4,Strongly agree,5,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",0.5,30,2,20,0,4,7,No,4,1,3,4,No,18,Nobel Prize
U1,Male,69,Yes,15,A,Very confident,5,Somewhat agree,4,Strongly disagree,1,Apple,2,"No, I do not regularly have a car to drive.",0,30,0,5,12,3,20,No,0,2,3,3.7,No,18,Nobel Prize
U1,Male,72,No,15,B,Neither confident nor not confident,3,Strongly disagree,1,Neither agree nor disagree,3,Apple,1,"Yes, I regularly have a car to drive.",1,45,0,4,4,9,32,No,0,3,0,3,No,18,Nobel Prize
U1,Female,66,No,16,A,Somewhat confident,4,Somewhat agree,4,Strongly agree,5,Apple,1,"Yes, I regularly have a car to drive.",1,60,0,10,0,5,10,Yes,2,4,1,3.86,No,18,Olympic Gold Medal
U1,Female,63,No,12,B,Somewhat confident,4,Strongly disagree,1,Somewhat agree,4,Apple,2,"Yes, I regularly have a car to drive.",1,30,3,4,20,6,12,No,2,6,3,3.7,No,18,Academy Award
,Female,63,Yes,3,A,Neither confident nor not confident,3,Somewhat disagree,2,Neither agree nor disagree,3,Apple,1,"No, I do not regularly have a car to drive.",1,90,1,3,0,10,1,No,0,4,1,3.6,No,21,Nobel Prize
U1,Female,67,No,17,A,Somewhat confident,4,Somewhat agree,4,Strongly disagree,1,Apple,1,"Yes, I regularly have a car to drive.",8,60,2,10,10,5,12,No,2,4,3,3.98,No,18,Nobel Prize
U1,Male,63,No,16,A,Very confident,5,Strongly agree,5,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",35,45,3,20,15,1,8,No,0,2,2,4.62,No,18,Olympic Gold Medal
U1,Male,71,Yes,16,A,Very confident,5,Somewhat agree,4,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",0,30,2,21,0,3,31,No,0,4,1,3.85,No,18,Olympic Gold Medal
U1,Female,63,Yes,16,A,Somewhat confident,4,Somewhat agree,4,Neither agree nor disagree,3,Apple,2,"No, I do not regularly have a car to drive.",0,45,1,5,0,7,25,No,0,3,0,3.7,No,18,Nobel Prize
U1,Female,66.5,Yes,15,A,Very confident,5,Somewhat agree,4,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",5,45,1,6,10,1,12,Yes,4,4,2,3.9,No,18,Nobel Prize
U1,Female,65,No,14,A,Somewhat confident,4,Somewhat agree,4,Neither agree nor disagree,3,Apple,3,"No, I do not regularly have a car to drive.",4.6,40,0,40,0,3,3,No,2,3,0,3.83,No,,Academy Award
U1,Male,69,Yes,12,B,Somewhat confident,4,Somewhat agree,4,Neither agree nor disagree,3,Apple,1,"Yes, I regularly have a car to drive.",0.1,30,0,20,10,8,8,No,0,4,1,3.75,No,21,Nobel Prize
U2,Female,63,No,13,A,Very confident,5,Strongly agree,5,Somewhat agree,4,Other,6,"No, I do not regularly have a car to drive.",10,60,0,2,15,2,1,No,0,3,1,4,No,25,Academy Award
U1,Female,56,No,16,A,Very confident,5,Neither agree nor disagree,3,Strongly agree,5,Apple,3,"Yes, I regularly have a car to drive.",10,90,0,5,16,5,3,No,0,6,0,3,No,25,Academy Award
U1,Female,67,Yes,15,A,Very confident,5,Strongly agree,5,Somewhat disagree,2,Apple,3,"No, I do not regularly have a car to drive.",0,45,0,10,15,3,20,No,6,2,1,4.12,No,18,Olympic Gold Medal
U1,Female,63,Yes,15,A,Very confident,5,Somewhat agree,4,Strongly agree,5,Android,2,"No, I do not regularly have a car to drive.",32,30,1,2,8,2,14,No,2,3,2,3.81,No,21,Academy Award
U1,Male,76,Yes,16,A,Very confident,5,Somewhat disagree,2,Somewhat agree,4,Android,1,"No, I do not regularly have a car to drive.",0,30,1,7,0,4,15,No,0,5,3,3.7,No,18,Nobel Prize
U1,Male,69,Yes,15,A,Very confident,5,Strongly agree,5,Neither agree nor disagree,3,Android,2,"No, I do not regularly have a car to drive.",0,25,0,10,18,3,12,No,0,3,2,3.8,No,16,Olympic Gold Medal
U1,Female,66,Yes,17,A,Somewhat confident,4,Strongly agree,5,Strongly agree,5,Apple,0,"No, I do not regularly have a car to drive.",0,20,1,5,,2,12,No,0,5,3,3.59,No,20,Olympic Gold Medal
U1,Female,66,Yes,14,B,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Apple,2,"No, I do not regularly have a car to drive.",1,30,1,5,8,2,10,No,2,5,1,3.75,No,21,Academy Award
U1,Female,69,Yes,15,A,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",0,30,4,2,0,1,20,No,0,4,1,3.8,No,18,Nobel Prize
U1,Female,66,Yes,16,C,Neither confident nor not confident,3,Strongly disagree,1,Neither agree nor disagree,3,Apple,2,"Yes, I regularly have a car to drive.",40,15,0,5,0,7,7,No,2,4,1,4.23,No,18,Olympic Gold Medal
U1,Female,64.5,Yes,5,A,Somewhat confident,4,Somewhat disagree,2,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",0,30,1,8,3,15,20,No,4,7,2,3.77,No,18,Academy Award
U1,Male,67,Yes,15,B,Very confident,5,Strongly disagree,1,Somewhat agree,4,Apple,2,"Yes, I regularly have a car to drive.",0,36,6,12,18,2,5,No,0,4,1,2,No,18,Nobel Prize
U1,Female,64,Yes,15,B,Somewhat not confident,2,Somewhat agree,4,Somewhat disagree,2,Apple,1,"No, I do not regularly have a car to drive.",0,30,1,7,0,2,11,No,6,4,1,3.15,No,18,Academy Award
U1,Female,64,Yes,15,A,Somewhat confident,4,Somewhat disagree,2,Somewhat agree,4,Apple,1,"No, I do not regularly have a car to drive.",0,30,3,2,0,5,15,No,2,6,4,4.05,No,18,Nobel Prize
U1,Female,67,Yes,15,A,Somewhat confident,4,Strongly disagree,1,Somewhat disagree,2,Apple,3,"Yes, I regularly have a car to drive.",0,25,0,10,0,18,15,No,2,3,2,3.95,No,18,Nobel Prize
U1,Male,73,Yes,15,A,Somewhat confident,4,Somewhat agree,4,Strongly agree,5,Apple,4,"Yes, I regularly have a car to drive.",0,90,0,15,20,1,10,No,2,3,2,3.7,No,18,Academy Award
U1,Female,69,No,18,B,Somewhat not confident,2,Strongly disagree,1,Somewhat agree,4,Apple,4,"Yes, I regularly have a car to drive.",3,60,2,10,20,1,10,Yes,2,4,0,3,No,19,Academy Award
U1,Female,67,No,15,A,Very confident,5,Neither agree nor disagree,3,Strongly agree,5,Apple,2,"Yes, I regularly have a car to drive.",20,40,0,0,0,9,7,Yes,2,6,2,4.3,No,18,Academy Award
U1,Male,72,No,15,A,Somewhat confident,4,Somewhat disagree,2,Somewhat agree,4,Apple,2,"Yes, I regularly have a car to drive.",1,20,0,4,30,10,10,Yes,0,5,0,3.3,Yes,18,Nobel Prize
U1,Female,64,Yes,16,A,Very confident,5,Strongly disagree,1,Somewhat agree,4,Apple,1,"No, I do not regularly have a car to drive.",0.5,30,2,4,0,6,16,No,5,6,0,4.45,No,18,Academy Award
U1,Female,63,Yes,13,B,Neither confident nor not confident,3,Somewhat agree,4,Somewhat disagree,2,Apple,1,"No, I do not regularly have a car to drive.",0,10,1,15,9,6,14,No,9,5,1,3.9,No,18,Academy Award
U1,Female,55,No,12,C,Very not confident,1,Strongly disagree,1,Neither agree nor disagree,3,Apple,1,"Yes, I regularly have a car to drive.",1,30,0,2,10,5,15,No,10,4,5,3.8,No,18,Nobel Prize
U1,Female,66,No,15,A,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Apple,3,"No, I do not regularly have a car to drive.",4,75,0,10,18,1,4,No,0,4,2,3.14,No,18,Olympic Gold Medal
U1,Female,67,No,6,A,Very confident,5,Neither agree nor disagree,3,Strongly agree,5,Apple,4,"Yes, I regularly have a car to drive.",21,90,1,90,30,14,13,Yes,4,5,1,3,No,18,Nobel Prize
U1,Female,62,Yes,16,B,Somewhat confident,4,Strongly disagree,1,Somewhat disagree,2,Apple,3,"Yes, I regularly have a car to drive.",,75,1,15,25,3,10,No,7,7,1,3.3,No,18,Academy Award
U1,Female,63,Yes,13,A,Somewhat confident,4,Somewhat agree,4,Strongly agree,5,Apple,1,"Yes, I regularly have a car to drive.",0,25,2,14,30,4,12,No,5,4,1,3.7,No,20,Nobel Prize
U2,Male,69,No,9,A,Very confident,5,Somewhat agree,4,Somewhat agree,4,Apple,2,"Yes, I regularly have a car to drive.",2,40,0,240,3000,2,3,No,0,2,1,3.09,No,21,Academy Award
U1,Female,68,No,16,A,Very confident,5,Somewhat agree,4,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",14,45,1,10,5,6,20,No,2,2,2,4,No,17,Nobel Prize
U1,Female,63,Yes,15,A,Very confident,5,Somewhat agree,4,Strongly agree,5,Android,2,"No, I do not regularly have a car to drive.",32,30,1,2,8,3,14,No,2,3,2,3.81,No,21,Academy Award
U1,Female,62,No,16,B,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Apple,2,"Yes, I regularly have a car to drive.",0.5,45,1,8,10,4,20,No,8,4,2,3.4,No,18,Olympic Gold Medal
U1,Female,67,Yes,14,B,Somewhat confident,4,Strongly agree,5,Somewhat agree,4,Apple,2,"Yes, I regularly have a car to drive.",0,45,1,7,0,4,15,No,5,3,4,4.52,No,18,Academy Award
U1,Female,62,No,15,A,Somewhat confident,4,Neither agree nor disagree,3,Strongly agree,5,Apple,8,"Yes, I regularly have a car to drive.",12,45,5,4,30,3,15,Yes,3,5,1,3,No,21,Nobel Prize
U1,Male,72,No,15,A,Very confident,5,Strongly agree,5,Somewhat agree,4,Apple,1,"No, I do not regularly have a car to drive.",1,30,1,5,0,5,10,No,2,5,2,3.1,No,18,Olympic Gold Medal
U2,Female,64,No,5,A,Somewhat confident,4,Somewhat agree,4,Somewhat agree,4,Apple,2,"Yes, I regularly have a car to drive.",2,50,1,2,30,2,5,No,2,3,0,3.2,No,21,Nobel Prize
U2,Female,63,No,12,C,Neither confident nor not confident,3,Neither agree nor disagree,3,Somewhat agree,4,Apple,2,"Yes, I regularly have a car to drive.",5,90,2,4,20,10,5,Yes,2,2,1,2.5,No,20,Olympic Gold Medal
U1,Female,66,Yes,12,A,Very confident,5,Strongly agree,5,Strongly agree,5,Apple,6,"Yes, I regularly have a car to drive.",,90,1,5,30,2,8,Yes,4,3,1,3.4,No,18,Nobel Prize
U1,Male,69,No,15,A,Very confident,5,Strongly agree,5,Neither agree nor disagree,3,Apple,2,"No, I do not regularly have a car to drive.",0,30,1,7,0,2,9,No,0,5,2,3.8,No,18,Olympic Gold Medal
U2,Male,64,No,3,C,Somewhat confident,4,Somewhat disagree,2,Somewhat disagree,2,Android,3,"Yes, I regularly have a car to drive.",9,25,1,4,27,6,8,Yes,2,1,0,2.5,No,21,Nobel Prize
U2,Female,62,No,15,B,Somewhat confident,4,Neither agree nor disagree,3,Somewhat agree,4,Apple,1,"Yes, I regularly have a car to drive.",15,30,0,10,30,2,8,Yes,3,3,0,4.2,No,18,Nobel Prize
U2,Male,72,No,16,A,Very confident,5,Somewhat agree,4,Strongly agree,5,Apple,7,"Yes, I regularly have a car to drive.",2,30,2,2,25,17,43,No,0,1,4,4,No,18,Olympic Gold Medal
